brand,name,slug,gender,concentration,year,top_notes,heart_notes,base_notes,family,rating,longevity_score,sillage_score,versatility_score,imageUrl,image_source_url,image_storage_path,image_public_url,description_short,description_long,price_range,is_arabic,is_niche,catalog_status,source_name,source_type,official_source_url,source_confidence,data_quality
Petite Beaute,Spongebob Squarepants - Patrick,petite-beaute-spongebob-squarepants-patrick,UNISEX,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.8,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/petite-beaute/petite-beaute-spongebob-squarepants-patrick.jpg,https://media.parfumo.com/perfumes/bb/bbd411-spongebob-squarepants-patrick-petite-beaute_1200.jpg,petite-beaute/petite-beaute-spongebob-squarepants-patrick.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/petite-beaute/petite-beaute-spongebob-squarepants-patrick.jpg,"Spongebob Squarepants - Patrick by Petite Beaute, woody profile with Bergamot, Citrus, Floral.","Spongebob Squarepants - Patrick by Petite Beaute belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Petite_Beaute/Spongebob_Squarepants__Patrick,0.7,MEDIUM
Arabian Oud,Madawi 40 Years Gold Edition,arabian-oud-madawi-40-years-gold-edition,UNISEX,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.4,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/arabian-oud/arabian-oud-madawi-40-years-gold-edition.jpg,https://media.parfumo.com/perfumes/8d/8d0a85-madawi-40-years-gold-edition-arabian-oud_1200.jpg,arabian-oud/arabian-oud-madawi-40-years-gold-edition.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/arabian-oud/arabian-oud-madawi-40-years-gold-edition.jpg,"Madawi 40 Years Gold Edition by Arabian Oud, woody profile with Bergamot, Citrus, Floral.","Madawi 40 Years Gold Edition by Arabian Oud belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Arabian_Oud/madawi-40-years-gold-edition,0.7,MEDIUM
The Spirit of Dubai,Dubai - Rimal Eau de Parfum,the-spirit-of-dubai-dubai-rimal-eau-de-parfum,UNISEX,Eau de Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.4,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/the-spirit-of-dubai/the-spirit-of-dubai-dubai-rimal-eau-de-parfum.jpg,https://media.parfumo.com/perfumes/0a/0a7487-dubai-rimal-eau-de-parfum-the-spirit-of-dubai_1200.jpg,the-spirit-of-dubai/the-spirit-of-dubai-dubai-rimal-eau-de-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/the-spirit-of-dubai/the-spirit-of-dubai-dubai-rimal-eau-de-parfum.jpg,"Dubai - Rimal Eau de Parfum by The Spirit of Dubai, woody profile with Bergamot, Citrus, Floral.","Dubai - Rimal Eau de Parfum by The Spirit of Dubai belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/the-spirit-of-dubai/dubai-rimal-eau-de-parfum,0.7,MEDIUM
Al Wataniah,Kayaan Classic,al-wataniah-kayaan-classic,UNISEX,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.4,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/al-wataniah/al-wataniah-kayaan-classic.jpg,https://media.parfumo.com/perfumes/64/640f6b-kayaan-classic-al-wataniah_1200.jpg,al-wataniah/al-wataniah-kayaan-classic.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/al-wataniah/al-wataniah-kayaan-classic.jpg,"Kayaan Classic by Al Wataniah, woody profile with Bergamot, Citrus, Floral.","Kayaan Classic by Al Wataniah belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Al_Wataniah/kayaan-classic-1,0.7,MEDIUM
Cartier,Must de Cartier Parfum,cartier-must-de-cartier-parfum,WOMEN,Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.3,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/cartier/cartier-must-de-cartier-parfum.jpg,https://media.parfumo.com/perfumes/0a/0a071d-must-de-cartier-parfum-cartier_1200.jpg,cartier/cartier-must-de-cartier-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/cartier/cartier-must-de-cartier-parfum.jpg,"Must de Cartier Parfum by Cartier, woody profile with Bergamot, Citrus, Floral.","Must de Cartier Parfum by Cartier belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Cartier/Must_de_Cartier_Parfum,0.7,MEDIUM
Les Eaux Primordiales,Ambre Extrait de Parfum,les-eaux-primordiales-ambre-extrait-de-parfum,UNISEX,Extrait de Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.3,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/les-eaux-primordiales/les-eaux-primordiales-ambre-extrait-de-parfum.jpg,https://media.parfumo.com/perfumes/1c/1c830a-ambre-extrait-de-parfum-les-eaux-primordiales_1200.jpg,les-eaux-primordiales/les-eaux-primordiales-ambre-extrait-de-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/les-eaux-primordiales/les-eaux-primordiales-ambre-extrait-de-parfum.jpg,"Ambre Extrait de Parfum by Les Eaux Primordiales, woody profile with Bergamot, Citrus, Floral.","Ambre Extrait de Parfum by Les Eaux Primordiales belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Les_Eaux_Primordiales/ambre-extrait-de-parfum,0.7,MEDIUM
Nusuk,Ateeq,nusuk-ateeq,UNISEX,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.3,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/nusuk/nusuk-ateeq.jpg,https://media.parfumo.com/perfumes/ca/cae1c3_ateeq-nusuk_1200.jpg,nusuk/nusuk-ateeq.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/nusuk/nusuk-ateeq.jpg,"Ateeq by Nusuk, woody profile with Bergamot, Citrus, Floral.","Ateeq by Nusuk belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/nusuk/ateeq,0.7,MEDIUM
Rayhaan,Aquatica,rayhaan-aquatica,MEN,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.3,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/rayhaan/rayhaan-aquatica.jpg,https://media.parfumo.com/perfumes/4a/4a43cb_aquatica-rayhaan_1200.jpg,rayhaan/rayhaan-aquatica.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/rayhaan/rayhaan-aquatica.jpg,"Aquatica by Rayhaan, woody profile with Bergamot, Citrus, Floral.","Aquatica by Rayhaan belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/rayhaan/aquatica,0.7,MEDIUM
Shiseido,Féminité du Bois Eau de Parfum,shiseido-feminite-du-bois-eau-de-parfum,WOMEN,Eau de Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.3,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/shiseido/shiseido-feminite-du-bois-eau-de-parfum.jpg,https://media.parfumo.com/perfumes/7f/7ff212-feminite-du-bois-eau-de-parfum-shiseido_1200.jpg,shiseido/shiseido-feminite-du-bois-eau-de-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/shiseido/shiseido-feminite-du-bois-eau-de-parfum.jpg,"Féminité du Bois Eau de Parfum by Shiseido, woody profile with Bergamot, Citrus, Floral.","Féminité du Bois Eau de Parfum by Shiseido belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Shiseido/Feminite_du_Bois_Eau_de_Parfum,0.7,MEDIUM
Birkholz,Portraits of Portofino,birkholz-portraits-of-portofino,UNISEX,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.3,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/birkholz/birkholz-portraits-of-portofino.jpg,https://media.parfumo.com/perfumes/e0/e05118-portraits-of-portofino-birkholz_1200.jpg,birkholz/birkholz-portraits-of-portofino.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/birkholz/birkholz-portraits-of-portofino.jpg,"Portraits of Portofino by Birkholz, woody profile with Bergamot, Citrus, Floral.","Portraits of Portofino by Birkholz belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Birkholz/portraits-of-portofino,0.7,MEDIUM
The Woods Collection,Dusk,the-woods-collection-dusk,UNISEX,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.3,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/the-woods-collection/the-woods-collection-dusk.jpg,https://media.parfumo.com/perfumes/10/10443b-dusk-the-woods-collection_1200.jpg,the-woods-collection/the-woods-collection-dusk.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/the-woods-collection/the-woods-collection-dusk.jpg,"Dusk by The Woods Collection, woody profile with Bergamot, Citrus, Floral.","Dusk by The Woods Collection belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/The_Woods_Collection/dusk,0.7,MEDIUM
Jil Sander,Background Eau de Toilette,jil-sander-background-eau-de-toilette,MEN,Eau de Toilette,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/jil-sander/jil-sander-background-eau-de-toilette.jpg,https://media.parfumo.com/perfumes/ab/ab7c70-background-eau-de-toilette-jil-sander_1200.jpg,jil-sander/jil-sander-background-eau-de-toilette.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/jil-sander/jil-sander-background-eau-de-toilette.jpg,"Background Eau de Toilette by Jil Sander, woody profile with Bergamot, Citrus, Floral.","Background Eau de Toilette by Jil Sander belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Jil_Sander/Background_Eau_de_Toilette,0.7,MEDIUM
Nikos,Sculpture Parfum,nikos-sculpture-parfum,MEN,Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/nikos/nikos-sculpture-parfum.jpg,https://media.parfumo.com/perfumes/28/284494-sculpture-parfum-nikos_1200.jpg,nikos/nikos-sculpture-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/nikos/nikos-sculpture-parfum.jpg,"Sculpture Parfum by Nikos, woody profile with Bergamot, Citrus, Floral.","Sculpture Parfum by Nikos belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Nikos/sculpture-parfum,0.7,MEDIUM
Joop!,Nuit d'été Eau de Toilette,joop-nuit-dete-eau-de-toilette,WOMEN,Eau de Toilette,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/joop/joop-nuit-dete-eau-de-toilette.jpg,https://media.parfumo.com/perfumes/b5/b5ac91-nuit-d-ete-eau-de-toilette-joop_1200.jpg,joop/joop-nuit-dete-eau-de-toilette.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/joop/joop-nuit-dete-eau-de-toilette.jpg,"Nuit d'été Eau de Toilette by Joop!, woody profile with Bergamot, Citrus, Floral.","Nuit d'été Eau de Toilette by Joop! belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Joop/Nuit_d_ete_Eau_de_Toilette,0.7,MEDIUM
Karl Lagerfeld,KL Eau de Toilette,karl-lagerfeld-kl-eau-de-toilette,WOMEN,Eau de Toilette,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/karl-lagerfeld/karl-lagerfeld-kl-eau-de-toilette.jpg,https://media.parfumo.com/perfumes/65/659c08-kl-eau-de-toilette-karl-lagerfeld_1200.jpg,karl-lagerfeld/karl-lagerfeld-kl-eau-de-toilette.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/karl-lagerfeld/karl-lagerfeld-kl-eau-de-toilette.jpg,"KL Eau de Toilette by Karl Lagerfeld, woody profile with Bergamot, Citrus, Floral.","KL Eau de Toilette by Karl Lagerfeld belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/karl-lagerfeld/KL_Eau_de_Toilette,0.7,MEDIUM
Aaron Terence Hughes,Homme,aaron-terence-hughes-homme,MEN,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/aaron-terence-hughes/aaron-terence-hughes-homme.jpg,https://media.parfumo.com/perfumes/50/501790-homme-aaron-terence-hughes_1200.jpg,aaron-terence-hughes/aaron-terence-hughes-homme.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/aaron-terence-hughes/aaron-terence-hughes-homme.jpg,"Homme by Aaron Terence Hughes, woody profile with Bergamot, Citrus, Floral.","Homme by Aaron Terence Hughes belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Aaron_Terence_Hughes/homme,0.7,MEDIUM
Grossmith,Hasu-no-Hana Eau de Parfum,grossmith-hasu-no-hana-eau-de-parfum,WOMEN,Eau de Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/grossmith/grossmith-hasu-no-hana-eau-de-parfum.jpg,https://media.parfumo.com/perfumes/87/8777c6-hasu-no-hana-eau-de-parfum-grossmith_1200.jpg,grossmith/grossmith-hasu-no-hana-eau-de-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/grossmith/grossmith-hasu-no-hana-eau-de-parfum.jpg,"Hasu-no-Hana Eau de Parfum by Grossmith, woody profile with Bergamot, Citrus, Floral.","Hasu-no-Hana Eau de Parfum by Grossmith belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Grossmith/Hasu_no_Hana_Eau_de_Parfum,0.7,MEDIUM
Boadicea the Victorious,Bodacious,boadicea-the-victorious-bodacious,UNISEX,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/boadicea-the-victorious/boadicea-the-victorious-bodacious.jpg,https://media.parfumo.com/perfumes/f1/f1a33d-bodacious-boadicea-the-victorious_1200.jpg,boadicea-the-victorious/boadicea-the-victorious-bodacious.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/boadicea-the-victorious/boadicea-the-victorious-bodacious.jpg,"Bodacious by Boadicea the Victorious, woody profile with Bergamot, Citrus, Floral.","Bodacious by Boadicea the Victorious belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Boadicea_the_Victorious/bodacious,0.7,MEDIUM
Reinvēnted,Sacred Bond Eau de Parfum,reinvented-sacred-bond-eau-de-parfum,UNISEX,Eau de Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/reinvented/reinvented-sacred-bond-eau-de-parfum.jpg,https://media.parfumo.com/perfumes/7f/7f0e37-sacred-bond-reinvented_1200.jpg,reinvented/reinvented-sacred-bond-eau-de-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/reinvented/reinvented-sacred-bond-eau-de-parfum.jpg,"Sacred Bond Eau de Parfum by Reinvēnted, woody profile with Bergamot, Citrus, Floral.","Sacred Bond Eau de Parfum by Reinvēnted belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/reinvented/sacred-bond-eau-de-parfum,0.7,MEDIUM
Caron,Tabac Blond Eau de Parfum,caron-tabac-blond-eau-de-parfum,WOMEN,Eau de Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/caron/caron-tabac-blond-eau-de-parfum.jpg,https://media.parfumo.com/perfumes/4e/4e4694-tabac-blond-eau-de-parfum-caron_1200.jpg,caron/caron-tabac-blond-eau-de-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/caron/caron-tabac-blond-eau-de-parfum.jpg,"Tabac Blond Eau de Parfum by Caron, woody profile with Bergamot, Citrus, Floral.","Tabac Blond Eau de Parfum by Caron belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Caron/Tabac_Blond,0.7,MEDIUM
Grauton Parfums,Pour Homme,grauton-parfums-pour-homme,MEN,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/grauton-parfums/grauton-parfums-pour-homme.jpg,https://media.parfumo.com/perfumes/03/035d1d-pour-homme-grauton-parfums_1200.jpg,grauton-parfums/grauton-parfums-pour-homme.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/grauton-parfums/grauton-parfums-pour-homme.jpg,"Pour Homme by Grauton Parfums, woody profile with Bergamot, Citrus, Floral.","Pour Homme by Grauton Parfums belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/grauton-parfums/pour-homme,0.7,MEDIUM
Maison Alhambra,Hercules,maison-alhambra-hercules,MEN,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/maison-alhambra/maison-alhambra-hercules.jpg,https://media.parfumo.com/perfumes/06/065a8a_hercules-maison-alhambra_1200.jpg,maison-alhambra/maison-alhambra-hercules.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/maison-alhambra/maison-alhambra-hercules.jpg,"Hercules by Maison Alhambra, woody profile with Bergamot, Citrus, Floral.","Hercules by Maison Alhambra belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/maison-alhambra/hercules,0.7,MEDIUM
Slumberhouse,Norne (2012),slumberhouse-norne-2012,MEN,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/slumberhouse/slumberhouse-norne-2012.jpg,https://media.parfumo.com/perfumes/49/49a8ec-norne-2012-slumberhouse_1200.jpg,slumberhouse/slumberhouse-norne-2012.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/slumberhouse/slumberhouse-norne-2012.jpg,"Norne (2012) by Slumberhouse, woody profile with Bergamot, Citrus, Floral.","Norne (2012) by Slumberhouse belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Slumberhouse/Norne,0.7,MEDIUM
Molinard,Habanita (1988) Eau de Toilette,molinard-habanita-1988-eau-de-toilette,WOMEN,Eau de Toilette,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/molinard/molinard-habanita-1988-eau-de-toilette.jpg,https://media.parfumo.com/perfumes/c9/c9becc-habanita-1988-eau-de-toilette-molinard_1200.jpg,molinard/molinard-habanita-1988-eau-de-toilette.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/molinard/molinard-habanita-1988-eau-de-toilette.jpg,"Habanita (1988) Eau de Toilette by Molinard, woody profile with Bergamot, Citrus, Floral.","Habanita (1988) Eau de Toilette by Molinard belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Molinard/Habanita_1988_Eau_de_Toilette,0.7,MEDIUM
Puredistance,White,puredistance-white,WOMEN,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/puredistance/puredistance-white.jpg,https://media.parfumo.com/perfumes/c5/c5c6dc-white-puredistance_1200.jpg,puredistance/puredistance-white.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/puredistance/puredistance-white.jpg,"White by Puredistance, woody profile with Bergamot, Citrus, Floral.","White by Puredistance belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Puredistance/White,0.7,MEDIUM
Fendi,Theorema Eau de Parfum,fendi-theorema-eau-de-parfum,WOMEN,Eau de Parfum,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/fendi/fendi-theorema-eau-de-parfum.jpg,https://media.parfumo.com/perfumes/c3/c3d39c-theorema-eau-de-parfum-fendi_1200.jpg,fendi/fendi-theorema-eau-de-parfum.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/fendi/fendi-theorema-eau-de-parfum.jpg,"Theorema Eau de Parfum by Fendi, woody profile with Bergamot, Citrus, Floral.","Theorema Eau de Parfum by Fendi belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Fendi/Theorema_Eau_de_Parfum,0.7,MEDIUM
Léonard,Balahé Eau de Toilette,leonard-balahe-eau-de-toilette,WOMEN,Eau de Toilette,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/leonard/leonard-balahe-eau-de-toilette.jpg,https://media.parfumo.com/perfumes/8c/8cb3fd-balahe-eau-de-toilette-leonard_1200.jpg,leonard/leonard-balahe-eau-de-toilette.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/leonard/leonard-balahe-eau-de-toilette.jpg,"Balahé Eau de Toilette by Léonard, woody profile with Bergamot, Citrus, Floral.","Balahé Eau de Toilette by Léonard belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/Leonard/Balahe,0.7,MEDIUM
Lou de Pre,Mystic Dream,lou-de-pre-mystic-dream,WOMEN,,,Bergamot;Citrus,Floral;Spicy,Woody;Amber,Woody,4.2,,,,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/lou-de-pre/lou-de-pre-mystic-dream.jpg,https://media.parfumo.com/perfumes/1b/1bfe2d_mystic-dream-lou-de-pre_1200.jpg,lou-de-pre/lou-de-pre-mystic-dream.jpg,https://rmnbfnaapibtyfxuacde.supabase.co/storage/v1/object/public/perfumes/lou-de-pre/lou-de-pre-mystic-dream.jpg,"Mystic Dream by Lou de Pre, woody profile with Bergamot, Citrus, Floral.","Mystic Dream by Lou de Pre belongs to the woody family with top notes of Bergamot, Citrus, a heart of Floral, Spicy, and a base of Woody, Amber.",PREMIUM,false,true,IMPORTED_UNVERIFIED,Parfumo,OTHER,https://www.parfumo.com/Perfumes/lou-de-pre/mystic-dream,0.7,MEDIUM
