brand,name,parfumo_url,gender,rank,rating,votes,year,top_notes,heart_notes,base_notes,family,image_url,notes
Chanel,Bleu de Chanel Eau de Parfum,https://www.parfumo.com/Perfumes/Chanel/Bleu_de_Chanel_Eau_de_Parfum,MEN,13,8.2,5271,,,,,,https://media.parfumo.com/perfumes/05/055e6a-bleu-de-chanel-eau-de-parfum-chanel_1200.jpg?width=240&aspect_ratio=1:1,
Giorgio Armani,Acqua di Giò Profumo Parfum,https://www.parfumo.com/Perfumes/Giorgio_Armani/Acqua_di_Gio_Profumo,MEN,14,8.3,4838,,,,,,https://media.parfumo.com/perfumes/24/246f49-acqua-di-gio-profumo-parfum-giorgio-armani_1200.jpg?width=240&aspect_ratio=1:1,
Giorgio Armani,Emporio Armani - Stronger with You Intensely,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-intensely,MEN,15,8.3,4430,,,,,,https://media.parfumo.com/perfumes/0a/0a5fd7-emporio-armani-stronger-with-you-intensely-giorgio-armani_1200.jpg?width=240&aspect_ratio=1:1,
Dior,Dior Homme Parfum (2014),https://www.parfumo.com/Perfumes/Dior/dior-homme-parfum-2014,MEN,16,8.7,2865,,,,,,https://media.parfumo.com/perfumes/ec/ecc673-dior-homme-parfum-2014-dior_1200.jpg?width=240&aspect_ratio=1:1,
Hermès,Terre d'Hermès Eau de Toilette,https://www.parfumo.com/Perfumes/Hermes/Terre_d_Hermes_Eau_de_Toilette,MEN,17,8.1,4850,,,,,,https://media.parfumo.com/perfumes/a0/a0877a-terre-d-hermes-eau-de-toilette-hermes_1200.jpg?width=240&aspect_ratio=1:1,
Chanel,Allure Homme Sport Eau Extrême,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Sport_Eau_Extrme,MEN,18,8.3,4069,,,,,,https://media.parfumo.com/perfumes/5a/5a3157-allure-homme-sport-eau-extreme-chanel_1200.jpg?width=240&aspect_ratio=1:1,
Guerlain,L'Homme Idéal Eau de Parfum,https://www.parfumo.com/Perfumes/Guerlain/L_Homme_Ideal_Eau_de_Parfum,MEN,19,8.4,3492,,,,,,https://media.parfumo.com/perfumes/dd/dd670e-l-homme-ideal-eau-de-parfum-guerlain_1200.jpg?width=240&aspect_ratio=1:1,
Chanel,Allure Homme Édition Blanche Eau de Parfum,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Edition_Blanche_Eau_de_Parfum,MEN,20,8.5,2819,,,,,,https://media.parfumo.com/perfumes/70/7047e1-allure-homme-edition-blanche-eau-de-parfum-chanel_1200.jpg?width=240&aspect_ratio=1:1,
Jean Paul Gaultier,Le Mâle Elixir,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/le-male-elixir,MEN,21,8.3,3408,,,,,,https://media.parfumo.com/perfumes/0c/0cf827-le-male-elixir-jean-paul-gaultier_1200.jpg?width=240&aspect_ratio=1:1,
Roja Parfums,Elysium pour Homme Eau de Parfum,https://www.parfumo.com/Perfumes/Roja_Parfums/elysium-pour-homme-eau-de-parfum-1,MEN,22,8.4,2986,,,,,,https://media.parfumo.com/perfumes/36/362b34_elysium-parfum-cologne-eau-de-parfum-roja-parfums_1200.jpg?width=240&aspect_ratio=1:1,
Prada,Luna Rossa Black,https://www.parfumo.com/Perfumes/Prada/Luna_Rossa_Black,MEN,23,8.3,3295,,,,,,https://media.parfumo.com/perfumes/78/78f913-luna-rossa-black-prada_1200.jpg?width=240&aspect_ratio=1:1,
Dior,Sauvage Elixir,https://www.parfumo.com/Perfumes/Dior/sauvage-elixir,MEN,24,8.1,3838,,,,,,https://media.parfumo.com/perfumes/32/322a8e-sauvage-elixir-dior_1200.jpg?width=240&aspect_ratio=1:1,
Amouage,Jubilation XXV Man,https://www.parfumo.com/Perfumes/Amouage/Jubilation_25_for_Men,MEN,25,8.4,2723,,,,,,https://media.parfumo.com/perfumes/58/5821e5-jubilation-xxv-man-amouage_1200.jpg?width=240&aspect_ratio=1:1,
Chanel,Bleu de Chanel Parfum,https://www.parfumo.com/Perfumes/Chanel/Bleu_de_Chanel_Parfum,MEN,26,8.4,2642,,,,,,https://media.parfumo.com/perfumes/67/670625-bleu-de-chanel-parfum-chanel_1200.jpg?width=240&aspect_ratio=1:1,
Amouage,Reflection 45,https://www.parfumo.com/Perfumes/Amouage/reflection-45,MEN,27,8.8,1857,,,,,,https://media.parfumo.com/perfumes/2f/2f7536-reflection-45-amouage_1200.jpg?width=240&aspect_ratio=1:1,
Afnan Perfumes,Turathi (Blue),https://www.parfumo.com/Perfumes/Afnan_Perfumes/turathi-blue,MEN,28,8.1,3319,,,,,,https://media.parfumo.com/perfumes/cb/cbbcf5-turathi-blue-afnan-perfumes_1200.jpg?width=240&aspect_ratio=1:1,
Dior,Sauvage Eau de Toilette,https://www.parfumo.com/Perfumes/Dior/Sauvage_Eau_de_Toilette,MEN,29,7.5,6265,,,,,,https://media.parfumo.com/perfumes/a2/a28d94-sauvage-eau-de-toilette-dior_1200.jpg?width=240&aspect_ratio=1:1,
Parfums de Marly,Layton Exclusif,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Layton_Exclusif,MEN,30,8.3,2597,,,,,,https://media.parfumo.com/perfumes/40/403749-layton-exclusif-parfums-de-marly_1200.jpg?width=240&aspect_ratio=1:1,
Clive Christian,Jump Up and Kiss Me Hedonistic,https://www.parfumo.com/Perfumes/Clive_Christian/jump-up-and-kiss-me-hedonistic,MEN,31,8.9,1561,,,,,,https://media.parfumo.com/perfumes/6f/6f5419-jump-up-and-kiss-me-hedonistic-clive-christian_1200.jpg?width=240&aspect_ratio=1:1,
